TermID	padj	species
modification-dependent protein catabolic process	6.859421178293932e-11	Slycopersicum
acetyl-CoA biosynthetic process from pyruvate	5.151542190140489e-8	Slycopersicum
proteolysis involved in cellular protein catabolic process	1.4387416442626473e-6	Slycopersicum
photosynthesis	2.6940048539946823e-6	Slycopersicum
photosynthesis, light harvesting in photosystem I	4.661797660389183e-6	Slycopersicum
photosynthesis, light harvesting	4.661797660389183e-6	Slycopersicum
protein-chromophore linkage	2.0409226849637816e-5	Slycopersicum
protein polyubiquitination	4.1510297652148304e-5	Slycopersicum
cellular glucose homeostasis	4.730176140720186e-5	Slycopersicum
phosphatidylcholine metabolic process	4.730176140720186e-5	Slycopersicum
fatty acid metabolic process	4.730176140720186e-5	Slycopersicum
mRNA splicing, via spliceosome	6.236211922946725e-5	Slycopersicum
protein refolding	9.556533820675207e-5	Slycopersicum
biosynthetic process	1.0376314529073718e-4	Slycopersicum
oxylipin biosynthetic process	1.307895134026832e-4	Slycopersicum
ATP metabolic process	1.3804728676449735e-4	Slycopersicum
proton transmembrane transport	4.476723425201885e-4	Slycopersicum
glycolytic process	4.935156790879878e-4	Slycopersicum
protein catabolic process	4.935156790879878e-4	Slycopersicum
nucleoside triphosphate catabolic process	4.935156790879878e-4	Slycopersicum
regulation of alternative mRNA splicing, via spliceosome	4.935156790879878e-4	Slycopersicum
protein folding	4.935156790879878e-4	Slycopersicum
mitochondrial pyruvate transmembrane transport	0.0022170597327556955	Slycopersicum
spliceosomal snRNP assembly	0.002625820684540463	Slycopersicum
mRNA cis splicing, via spliceosome	0.004611255009022583	Slycopersicum
cellulose biosynthetic process	0.005094601900999708	Slycopersicum
translational elongation	0.005094601900999708	Slycopersicum
branched-chain amino acid metabolic process	0.005932919915093979	Slycopersicum
glucose 6-phosphate metabolic process	0.005932919915093979	Slycopersicum
glutamate metabolic process	0.005932919915093979	Slycopersicum
histone arginine methylation	0.005932919915093979	Slycopersicum
histone ubiquitination	0.005932919915093979	Slycopersicum
inositol metabolic process	0.005932919915093979	Slycopersicum
peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	0.005932919915093979	Slycopersicum
red, far-red light phototransduction	0.005932919915093979	Slycopersicum
defense response to virus	0.006520104742432895	Slycopersicum
response to light stimulus	0.008059473462650228	Slycopersicum
malate metabolic process	0.008828106826486987	Slycopersicum
lipid catabolic process	0.008828106826486987	Slycopersicum
ubiquitin-dependent protein catabolic process	0.010284074074230794	Slycopersicum
endoplasmic reticulum to Golgi vesicle-mediated transport	0.01043849148882019	Slycopersicum
ion transport	0.01043849148882019	Slycopersicum
plant-type primary cell wall biogenesis	0.012521633893198561	Slycopersicum
amine metabolic process	0.016974023981700427	Slycopersicum
glutamate catabolic process	0.016974023981700427	Slycopersicum
glycogen biosynthetic process	0.016974023981700427	Slycopersicum
hexose metabolic process	0.016974023981700427	Slycopersicum
positive regulation of RNA polymerase II transcription preinitiation complex assembly	0.016974023981700427	Slycopersicum
ATP biosynthetic process	0.021803264336426546	Slycopersicum
cellular response to unfolded protein	0.021803264336426546	Slycopersicum
cytoskeleton organization	0.021803264336426546	Slycopersicum
photomorphogenesis	0.021803264336426546	Slycopersicum
photorespiration	0.021803264336426546	Slycopersicum
carbohydrate phosphorylation	0.03521563945914121	Slycopersicum
nuclear-transcribed mRNA catabolic process	0.03521563945914121	Slycopersicum
peptidyl-arginine methylation	0.03521563945914121	Slycopersicum
ATP synthesis coupled proton transport	0.04960826734354246	Slycopersicum
carboxylic acid metabolic process	0.04960826734354246	Slycopersicum
maturation of LSU-rRNA	0.04960826734354246	Slycopersicum
sulfate assimilation	0.04960826734354246	Slycopersicum
cellular response to tetrahydrofolate	0.04960826734354246	Slycopersicum
COPI coating of Golgi vesicle	0.04960826734354246	Slycopersicum
detection of visible light	0.04960826734354246	Slycopersicum
folic acid metabolic process	0.04960826734354246	Slycopersicum
glucan catabolic process	0.04960826734354246	Slycopersicum
glucuronoxylan biosynthetic process	0.04960826734354246	Slycopersicum
glutamine family amino acid biosynthetic process	0.04960826734354246	Slycopersicum
glycine biosynthetic process from serine	0.04960826734354246	Slycopersicum
glycine metabolic process	0.04960826734354246	Slycopersicum
inositol lipid-mediated signaling	0.04960826734354246	Slycopersicum
L-proline biosynthetic process	0.04960826734354246	Slycopersicum
L-serine catabolic process	0.04960826734354246	Slycopersicum
phosphatidic acid biosynthetic process	0.04960826734354246	Slycopersicum
pigment biosynthetic process	0.04960826734354246	Slycopersicum
proline biosynthetic process	0.04960826734354246	Slycopersicum
protein quality control for misfolded or incompletely synthesized proteins	0.04960826734354246	Slycopersicum
protein-tetrapyrrole linkage	0.04960826734354246	Slycopersicum
pyruvate metabolic process	0.04960826734354246	Slycopersicum
regulation of G2/M transition of mitotic cell cycle	0.04960826734354246	Slycopersicum
response to far red light	0.04960826734354246	Slycopersicum
tetrahydrofolate metabolic process	0.04960826734354246	Slycopersicum
trehalose metabolism in response to stress	0.04960826734354246	Slycopersicum
Proteasome, subunit alpha/beta	5.897922730072118e-15	Slycopersicum
ATPase, nucleotide binding domain	3.0784394161068585e-13	Slycopersicum
26S proteasome regulatory subunit P45-like	2.32455571541776e-10	Slycopersicum
Proteasome alpha-type subunit	2.32455571541776e-10	Slycopersicum
Nucleophile aminohydrolases, N-terminal	7.334220296395033e-10	Slycopersicum
Ubiquitin conserved site	2.5005773634726886e-9	Slycopersicum
Proteasome alpha-subunit, N-terminal domain	2.5005773634726886e-9	Slycopersicum
Proteasomal ATPase OB C-terminal domain	4.1151245853370776e-8	Slycopersicum
Ubiquitin domain	5.033493436741385e-8	Slycopersicum
LSM domain, eukaryotic/archaea-type	1.0583153919146841e-6	Slycopersicum
Heat shock protein 70kD, peptide-binding domain superfamily	2.4917007019822212e-06	Slycopersicum
Nucleotide-diphospho-sugar transferases	3.629452988725527e-6	Slycopersicum
Phospholipase D/Transphosphatidylase	3.629452988725527e-6	Slycopersicum
Heat shock protein 70 family	7.490233334320205e-6	Slycopersicum
Helicase-associated domain	7.741790750023946e-6	Slycopersicum
Chlorophyll A-B binding protein, plant and chromista	7.931888216251892e-6	Slycopersicum
Heat shock protein 70kD, C-terminal domain superfamily	7.931888216251892e-6	Slycopersicum
AAA ATPase, AAA+ lid domain	7.931888216251892e-6	Slycopersicum
Lipoxygenase, domain 3	1.0654894686770242e-5	Slycopersicum
Chlorophyll A-B binding protein	1.4387114994364345e-5	Slycopersicum
LSM domain superfamily	2.1680789051953434e-5	Slycopersicum
Phospholipase D family	2.9246921196735677e-5	Slycopersicum
Photosystem I PsaA/PsaB superfamily	3.0351356063375895e-5	Slycopersicum
Cellulose synthase, RING-type zinc finger	3.232385457444178e-5	Slycopersicum
Ubiquitin-conjugating enzyme, active site	4.4952966217594384e-5	Slycopersicum
Photosystem I PsaA/PsaB	5.5792457496085446e-5	Slycopersicum
Heat shock protein 70, conserved site	5.594163274873856e-5	Slycopersicum
Coatomer, WD associated region	6.0500099925170955e-5	Slycopersicum
Domain of unknown function DUF1605	6.0500099925170955e-5	Slycopersicum
Glycosyl hydrolases family 1, N-terminal conserved site	6.0500099925170955e-5	Slycopersicum
Hexokinase	6.0500099925170955e-5	Slycopersicum
Hexokinase, C-terminal	6.0500099925170955e-5	Slycopersicum
Hexokinase, N-terminal	6.0500099925170955e-5	Slycopersicum
Proteasome B-type subunit	6.0500099925170955e-5	Slycopersicum
Proteasome beta-type subunit, conserved site	6.0500099925170955e-5	Slycopersicum
Ribosomal protein S12, bacterial-type	6.0500099925170955e-5	Slycopersicum
Plant lipoxygenase, PLAT/LH2 domain	8.004165871854363e-5	Slycopersicum
GroEL-like equatorial domain superfamily	1.0161392300764516e-4	Slycopersicum
DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	3.0457042140451555e-4	Slycopersicum
Nucleotidyl transferase domain	3.0457042140451555e-4	Slycopersicum
Phospholipase D, C-terminal	3.0457042140451555e-4	Slycopersicum
Ribosomal protein S5 domain 2-type fold	3.483754446339974e-4	Slycopersicum
TCP-1-like chaperonin intermediate domain superfamily	3.5361320382743005e-4	Slycopersicum
ATPase, AAA-type, conserved site	3.5361320382743005e-4	Slycopersicum
Lipoxygenase, conserved site	4.3987384564479125e-4	Slycopersicum
Lipoxygenase, iron binding site	4.3987384564479125e-4	Slycopersicum
ATPase, AAA-type, core	4.949318500837408e-4	Slycopersicum
Ubiquitin-conjugating enzyme E2	5.101844064855248e-4	Slycopersicum
PLAT/LH2 domain	5.44184129045745e-4	Slycopersicum
PLAT/LH2 domain superfamily	5.44184129045745e-4	Slycopersicum
Helicase superfamily 1/2, ATP-binding domain	5.741968246534266e-4	Slycopersicum
Ubiquitin-conjugating enzyme/RWD-like	5.741968246534266e-4	Slycopersicum
Transcription factor, K-box	5.741968246534266e-4	Slycopersicum
Calreticulin/calnexin	5.741968246534266e-4	Slycopersicum
Calreticulin/calnexin, conserved site	5.741968246534266e-4	Slycopersicum
Calreticulin/calnexin, P domain superfamily	5.741968246534266e-4	Slycopersicum
dCTP pyrophosphatase 1	5.741968246534266e-4	Slycopersicum
Endoplasmic reticulum chaperone BIP, nucleotide-binding domain	5.741968246534266e-4	Slycopersicum
Fructose-bisphosphate aldolase class-I active site	5.741968246534266e-4	Slycopersicum
Peptidase T1A, proteasome beta-subunit	5.741968246534266e-4	Slycopersicum
Phospholipase D-like domain	5.741968246534266e-4	Slycopersicum
Phospholipase D, plant	5.741968246534266e-4	Slycopersicum
Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y	5.741968246534266e-4	Slycopersicum
Pyruvate dehydrogenase E1 component subunit beta	5.741968246534266e-4	Slycopersicum
Ribulose bisphosphate carboxylase small subunit, domain	5.741968246534266e-4	Slycopersicum
Ribulose bisphosphate carboxylase, small subunit	5.741968246534266e-4	Slycopersicum
Ribulose bisphosphate carboxylase, small subunit superfamily	5.741968246534266e-4	Slycopersicum
Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	5.741968246534266e-4	Slycopersicum
Transketolase, C-terminal domain	5.741968246534266e-4	Slycopersicum
ATP synthase subunit alpha, N-terminal domain-like superfamily	5.741968246534266e-4	Slycopersicum
Ethylene insensitive 3	5.741968246534266e-4	Slycopersicum
Ethylene insensitive 3-like protein, DNA-binding domain superfamily	5.741968246534266e-4	Slycopersicum
Actin, conserved site	5.741968246534266e-4	Slycopersicum
Actin/actin-like conserved site	5.741968246534266e-4	Slycopersicum
AAA+ ATPase domain	8.444804072846347e-4	Slycopersicum
6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	9.468207414653599e-4	Slycopersicum
Chaperonin Cpn60/GroEL/TCP-1 family	9.468207414653599e-4	Slycopersicum
GroEL-like apical domain superfamily	9.468207414653599e-4	Slycopersicum
Lipoxygenase, plant	9.468207414653599e-4	Slycopersicum
ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	0.0010139975121802045	Slycopersicum
P-loop containing nucleoside triphosphate hydrolase	0.001181691869397071	Slycopersicum
V-ATPase proteolipid subunit	0.001282424444633419	Slycopersicum
V-ATPase proteolipid subunit C-like domain	0.001282424444633419	Slycopersicum
Chloramphenicol acetyltransferase-like domain superfamily	0.0016394930362282625	Slycopersicum
Ribosomal protein S7 domain	0.0016722408375977936	Slycopersicum
Ribosomal protein S7 domain superfamily	0.0016722408375977936	Slycopersicum
Translational (tr)-type GTP-binding domain	0.0019933206062963255	Slycopersicum
Helicase, C-terminal	0.0019933206062963255	Slycopersicum
Adaptor protein complex, sigma subunit	0.0019933206062963255	Slycopersicum
Mitochondrial pyruvate carrier	0.0019933206062963255	Slycopersicum
Ribosomal protein L40e	0.0019933206062963255	Slycopersicum
Ribosomal protein L40e superfamily	0.0019933206062963255	Slycopersicum
UDP-glucose 6-dehydrogenase, eukaryotic type	0.0019933206062963255	Slycopersicum
UDP-glucose/GDP-mannose dehydrogenase	0.0019933206062963255	Slycopersicum
UDP-glucose/GDP-mannose dehydrogenase, C-terminal	0.0019933206062963255	Slycopersicum
UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	0.0019933206062963255	Slycopersicum
UDP-glucose/GDP-mannose dehydrogenase, dimerisation	0.0019933206062963255	Slycopersicum
UDP-glucose/GDP-mannose dehydrogenase, N-terminal	0.0019933206062963255	Slycopersicum
F/V-ATP synthase subunit C superfamily	0.002266268241442719	Slycopersicum
NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H	0.002266268241442719	Slycopersicum
Translation elongation factor EFTu/EF1A, C-terminal	0.002266268241442719	Slycopersicum
Cellulose synthase	0.0025365215131806524	Slycopersicum
Actin family	0.002842624321533023	Slycopersicum
Ubiquitin-like domain	0.003227412737767095	Slycopersicum
Thiamin diphosphate-binding fold	0.003525683205249223	Slycopersicum
Glycoside hydrolase family 1	0.003606544535647224	Slycopersicum
Argonaute linker 2 domain	0.005054607961224764	Slycopersicum
Fructose-bisphosphate aldolase, class-I	0.005054607961224764	Slycopersicum
Microtubule-associated protein 70	0.005054607961224764	Slycopersicum
Protein argonaute, Mid domain	0.005054607961224764	Slycopersicum
RNA polymerase Rpb1, funnel domain superfamily	0.005054607961224764	Slycopersicum
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	0.005146106310366545	Slycopersicum
Histidine kinase/HSP90-like ATPase superfamily	0.005146106310366545	Slycopersicum
3-hydroxyacyl-CoA dehydrogenase, C-terminal	0.005146106310366545	Slycopersicum
3-hydroxyacyl-CoA dehydrogenase, NAD binding	0.005146106310366545	Slycopersicum
ATP-sulfurylase PUA-like domain	0.005146106310366545	Slycopersicum
Branched-chain amino acid aminotransferase II	0.005146106310366545	Slycopersicum
Chaperone tailless complex polypeptide 1 (TCP-1)	0.005146106310366545	Slycopersicum
Coatomer beta' subunit (COPB2)	0.005146106310366545	Slycopersicum
DNA-binding domain, ovate family-like	0.005146106310366545	Slycopersicum
Exoribonuclease, PH domain 2 superfamily	0.005146106310366545	Slycopersicum
Exoribonuclease, phosphorolytic domain 1	0.005146106310366545	Slycopersicum
Exoribonuclease, phosphorolytic domain 2	0.005146106310366545	Slycopersicum
Glutamate decarboxylase	0.005146106310366545	Slycopersicum
Heat shock protein Hsp90, conserved site	0.005146106310366545	Slycopersicum
Heat shock protein Hsp90, N-terminal	0.005146106310366545	Slycopersicum
Hexokinase, binding site	0.005146106310366545	Slycopersicum
HSP90, C-terminal domain	0.005146106310366545	Slycopersicum
Inositol monophosphatase	0.005146106310366545	Slycopersicum
Inositol monophosphatase, lithium-sensitive	0.005146106310366545	Slycopersicum
Peptidase M16, C-terminal	0.005146106310366545	Slycopersicum
Peptidase M16, zinc-binding site	0.005146106310366545	Slycopersicum
PNPase/RNase PH domain superfamily	0.005146106310366545	Slycopersicum
Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	0.005146106310366545	Slycopersicum
Ribulose-1,5-bisphosphate carboxylase small subunit, N-terminal	0.005146106310366545	Slycopersicum
RNA polymerase Rpb1, domain 4	0.005146106310366545	Slycopersicum
Signal recognition particle SRP54, helical bundle	0.005146106310366545	Slycopersicum
Signal recognition particle SRP54, N-terminal domain superfamily	0.005146106310366545	Slycopersicum
Signal recognition particle, SRP54 subunit	0.005146106310366545	Slycopersicum
Signal recognition particle, SRP54 subunit, GTPase domain	0.005146106310366545	Slycopersicum
Signal recognition particle, SRP54 subunit, M-domain	0.005146106310366545	Slycopersicum
Signal recognition particle, SRP54 subunit, M-domain superfamily	0.005146106310366545	Slycopersicum
Sm-like protein Lsm7/SmG	0.005146106310366545	Slycopersicum
Small nuclear ribonucleoprotein Sm D3	0.005146106310366545	Slycopersicum
Sulphate adenylyltransferase	0.005146106310366545	Slycopersicum
Sulphate adenylyltransferase catalytic domain	0.005146106310366545	Slycopersicum
Thioredoxin reductase	0.005146106310366545	Slycopersicum
Translation elongation factor EF1A, eukaryotic/archaeal	0.005146106310366545	Slycopersicum
Ribosomal protein S5/S7	0.005146106310366545	Slycopersicum
MADS MEF2-like	0.0057293136699480334	Slycopersicum
Lipoxigenase, C-terminal domain superfamily	0.006293661008326099	Slycopersicum
Lipoxygenase, C-terminal	0.006293661008326099	Slycopersicum
Glycoside hydrolase family 3 C-terminal domain	0.007922596647905547	Slycopersicum
Glycoside hydrolase family 3 C-terminal domain superfamily	0.007922596647905547	Slycopersicum
Glycoside hydrolase, family 3, N-terminal	0.007922596647905547	Slycopersicum
Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3	0.007922596647905547	Slycopersicum
Histidine kinase/HSP90-like ATPase	0.007922596647905547	Slycopersicum
Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	0.007922596647905547	Slycopersicum
AMP-binding, conserved site	0.007922596647905547	Slycopersicum
Lipoxygenase	0.007922596647905547	Slycopersicum
Transferase	0.00954802991090447	Slycopersicum
Aminotransferase, class I/classII	0.014120403316574366	Slycopersicum
Argonaute-like, PIWI domain	0.014120403316574366	Slycopersicum
Argonaute, linker 1 domain	0.014120403316574366	Slycopersicum
Beta tubulin	0.014120403316574366	Slycopersicum
Beta tubulin, autoregulation binding site	0.014120403316574366	Slycopersicum
Chaperonin Cpn60, conserved site	0.014120403316574366	Slycopersicum
Glycoside hydrolase, family 3, N-terminal domain superfamily	0.014120403316574366	Slycopersicum
Protein argonaute, N-terminal	0.014120403316574366	Slycopersicum
Tr-type G domain, conserved site	0.014120403316574366	Slycopersicum
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	0.014967573728088652	Slycopersicum
Ribosomal protein S12/S23	0.014967573728088652	Slycopersicum
ADP-glucose pyrophosphorylase, conserved site	0.014967573728088652	Slycopersicum
Aminotransferase-like, PLP-dependent enzymes	0.014967573728088652	Slycopersicum
Annexin D, plant	0.014967573728088652	Slycopersicum
Branched-chain-amino-acid aminotransferase-like, N-terminal	0.014967573728088652	Slycopersicum
Circularly permuted (CP)-type guanine nucleotide-binding (G) domain	0.014967573728088652	Slycopersicum
