TermID	genes	all	pval	padj	Class	Mode	Motif	Peak	Species
TIP49, P-loop domain	2	4	2.50570921360585e-4	0.04909519585858395	InterPro	SSD	bifan	peak1	Osativa
NAC	8	55	4.614027047505291e-4	0.012865894961198781	Family	WGD	bifan	peak2	Osativa
GeBP	4	12	5.848134073272173e-4	0.012865894961198781	Family	WGD	bifan	peak2	Osativa
YABBY	3	7	0.0013886480157961835	0.02036683756501069	Family	WGD	bifan	peak2	Osativa
anatomical structure morphogenesis	5	22	3.737720073533372e-9	1.1414997104570918e-5	GOBP	WGD	bifan	peak2	Osativa
plant-type cell wall organization	3	14	7.516039391539497e-6	0.011476992150880813	GOBP	WGD	bifan	peak2	Osativa
dipeptide transmembrane transport	2	3	2.3283820847035987e-5	0.017777197216711976	GOBP	WGD	bifan	peak2	Osativa
tripeptide transport	2	3	2.3283820847035987e-5	0.017777197216711976	GOBP	WGD	bifan	peak2	Osativa
dipeptide transport	2	4	4.648337928668063e-5	0.020280034334503236	GOBP	WGD	bifan	peak2	Osativa
glutamine family amino acid biosynthetic process	2	4	4.648337928668063e-5	0.020280034334503236	GOBP	WGD	bifan	peak2	Osativa
L-proline biosynthetic process	2	4	4.648337928668063e-5	0.020280034334503236	GOBP	WGD	bifan	peak2	Osativa
macromolecule localization	2	5	7.733214218898365e-5	0.023617236224515604	GOBP	WGD	bifan	peak2	Osativa
positive regulation of protein phosphorylation	2	5	7.733214218898365e-5	0.023617236224515604	GOBP	WGD	bifan	peak2	Osativa
proline biosynthetic process	2	5	7.733214218898365e-5	0.023617236224515604	GOBP	WGD	bifan	peak2	Osativa
positive regulation of catalytic activity	2	6	1.1578839855421074e-4	0.02946814743204663	GOBP	WGD	bifan	peak2	Osativa
rescue of stalled ribosome	2	6	1.1578839855421074e-4	0.02946814743204663	GOBP	WGD	bifan	peak2	Osativa
mRNA 5'-splice site recognition	2	7	1.6181060440930258e-4	0.03801304506661616	GOBP	WGD	bifan	peak2	Osativa
peptide transmembrane transporter activity	4	44	7.024216078345984e-6	0.0034024911826924546	GOMF	WGD	bifan	peak2	Osativa
peptide:proton symporter activity	4	44	7.024216078345984e-6	0.0034024911826924546	GOMF	WGD	bifan	peak2	Osativa
glutamate 5-kinase activity	2	2	7.775345481472702e-6	0.0034024911826924546	GOMF	WGD	bifan	peak2	Osativa
glutamate-5-semialdehyde dehydrogenase activity	2	2	7.775345481472702e-6	0.0034024911826924546	GOMF	WGD	bifan	peak2	Osativa
protein kinase C binding	2	2	7.775345481472702e-6	0.0034024911826924546	GOMF	WGD	bifan	peak2	Osativa
oligopeptide transmembrane transporter activity	4	61	2.6059807750253483e-5	0.009503143226259104	GOMF	WGD	bifan	peak2	Osativa
dipeptide transmembrane transporter activity	2	4	4.648337928668063e-5	0.011300625986584135	GOMF	WGD	bifan	peak2	Osativa
enzyme binding	2	4	4.648337928668063e-5	0.011300625986584135	GOMF	WGD	bifan	peak2	Osativa
tripeptide transmembrane transporter activity	2	4	4.648337928668063e-5	0.011300625986584135	GOMF	WGD	bifan	peak2	Osativa
aminophospholipid flippase activity	2	6	1.1578839855421074e-4	0.02533450160366131	GOMF	WGD	bifan	peak2	Osativa
enzyme activator activity	2	8	2.153573822247397e-4	0.04283654111888459	GOMF	WGD	bifan	peak2	Osativa
Expansin, cellulose-binding-like domain	5	23	4.7657623286996375e-9	1.324101155797166e-5	InterPro	WGD	bifan	peak2	Osativa
Expansin, cellulose-binding-like domain superfamily	5	23	4.7657623286996375e-9	1.324101155797166e-5	InterPro	WGD	bifan	peak2	Osativa
Expansin/Lol pI	5	23	4.7657623286996375e-9	1.324101155797166e-5	InterPro	WGD	bifan	peak2	Osativa
RlpA-like protein, double-psi beta-barrel domain	5	24	6.007037113744657e-9	1.324101155797166e-5	InterPro	WGD	bifan	peak2	Osativa
Expansin/pollen allergen, DPBB domain	5	26	9.256888337659765e-9	1.6323596894629233e-5	InterPro	WGD	bifan	peak2	Osativa
RlpA-like domain superfamily	5	31	2.3656178146237175e-8	3.476275378589553e-5	InterPro	WGD	bifan	peak2	Osativa
Expansin	3	8	1.1702709629928858e-6	0.0014740398686726107	InterPro	WGD	bifan	peak2	Osativa
Delta l-pyrroline-5-carboxylate synthetase	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Gamma-glutamyl phosphate reductase GPR, conserved site	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Glutamate 5-kinase, conserved site	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
GPR domain	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Micro-fibrillar-associated protein 1, C-terminal	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Microfibrillar-associated protein 1	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Small (40S) ribosomal subunit Asc1/RACK1	2	2	7.775345481472702e-6	0.0045703480740096536	InterPro	WGD	bifan	peak2	Osativa
Proton-dependent oligopeptide transporter family	4	57	1.989114087132979e-5	0.010961261816407171	InterPro	WGD	bifan	peak2	Osativa
EH domain	2	3	2.3283820847035987e-5	0.011405191578239793	InterPro	WGD	bifan	peak2	Osativa
Putative nuclear localisation signal	2	3	2.3283820847035987e-5	0.011405191578239793	InterPro	WGD	bifan	peak2	Osativa
Ethylene-responsive binding factor-associated repression	2	4	4.648337928668063e-5	0.017819302398724483	InterPro	WGD	bifan	peak2	Osativa
Glutamate/acetylglutamate kinase	2	4	4.648337928668063e-5	0.017819302398724483	InterPro	WGD	bifan	peak2	Osativa
mRNA-decapping enzyme subunit 1	2	4	4.648337928668063e-5	0.017819302398724483	InterPro	WGD	bifan	peak2	Osativa
Ninja family	2	4	4.648337928668063e-5	0.017819302398724483	InterPro	WGD	bifan	peak2	Osativa
NRT1/PTR family	2	4	4.648337928668063e-5	0.017819302398724483	InterPro	WGD	bifan	peak2	Osativa
CDC50/LEM3 family	2	5	7.733214218898365e-5	0.02840989573667787	InterPro	WGD	bifan	peak2	Osativa
Blue (type 1) copper protein, binding site	2	6	1.1578839855421074e-4	0.040836252402099045	InterPro	WGD	bifan	peak2	Osativa
M-type	20	28	1.0608025756915835e-6	4.667531333042967e-5	Family	SSD	bifan	peak2	Osativa
NAC	28	55	1.1504186114009833e-4	0.0025309209450821634	Family	SSD	bifan	peak2	Osativa
NF-YA	8	9	2.019233881159687e-4	0.0029615430257008742	Family	SSD	bifan	peak2	Osativa
YABBY	6	7	0.0021907107847528072	0.02409781863228088	Family	SSD	bifan	peak2	Osativa
photosynthesis, light harvesting	15	15	2.211233348016225e-17	3.3765533224207756e-14	GOBP	SSD	bifan	peak2	Osativa
photosynthesis, light harvesting in photosystem I	15	15	2.211233348016225e-17	3.3765533224207756e-14	GOBP	SSD	bifan	peak2	Osativa
response to oxidative stress	39	120	4.142322991177627e-15	4.216884805018824e-12	GOBP	SSD	bifan	peak2	Osativa
cellular oxidant detoxification	35	108	1.1589599127942522e-13	8.848658934184116e-11	GOBP	SSD	bifan	peak2	Osativa
hydrogen peroxide catabolic process	27	72	1.420878108479433e-12	8.678723486592376e-10	GOBP	SSD	bifan	peak2	Osativa
protein peptidyl-prolyl isomerization	17	39	1.2781030331682548e-9	6.505544438826417e-7	GOBP	SSD	bifan	peak2	Osativa
protein-chromophore linkage	15	31	2.002745373043093e-9	8.146735755869314e-7	GOBP	SSD	bifan	peak2	Osativa
response to light stimulus	20	55	2.1340499687935337e-9	8.146735755869314e-7	GOBP	SSD	bifan	peak2	Osativa
photosynthesis	27	96	2.5673274549663404e-9	8.711797830519114e-7	GOBP	SSD	bifan	peak2	Osativa
intracellular protein transport	42	213	1.8168136065251433e-8	5.548548754327787e-6	GOBP	SSD	bifan	peak2	Osativa
obsolete oxidation-reduction process	22	75	3.258674496586991e-8	9.0472653750697e-6	GOBP	SSD	bifan	peak2	Osativa
cellular macromolecule metabolic process	46	268	3.0392371473027836e-7	7.734858539885585e-5	GOBP	SSD	bifan	peak2	Osativa
Rab protein signal transduction	14	38	4.627170846607523e-7	1.0870292127337981e-4	GOBP	SSD	bifan	peak2	Osativa
ubiquitin-dependent protein catabolic process	38	210	8.37008192910352e-7	1.8258735865344392e-4	GOBP	SSD	bifan	peak2	Osativa
primary metabolic process	48	299	1.2709334842639146e-6	2.58762057396133e-4	GOBP	SSD	bifan	peak2	Osativa
protein ubiquitination	61	419	1.5341166992614367e-6	2.928245249715267e-4	GOBP	SSD	bifan	peak2	Osativa
polysaccharide catabolic process	12	32	2.4746770365348695e-6	4.4456845115161715e-4	GOBP	SSD	bifan	peak2	Osativa
cell wall macromolecule catabolic process	7	12	9.574337300544952e-6	0.0015389487429402255	GOBP	SSD	bifan	peak2	Osativa
chitin catabolic process	7	12	9.574337300544952e-6	0.0015389487429402255	GOBP	SSD	bifan	peak2	Osativa
proteasomal protein catabolic process	9	21	1.2789473187332959e-5	0.0019529525557057427	GOBP	SSD	bifan	peak2	Osativa
proteasomal ubiquitin-independent protein catabolic process	9	22	2.0148446457090956e-5	0.0029301597847597987	GOBP	SSD	bifan	peak2	Osativa
calcium-mediated signaling	11	33	2.3962665209365817e-5	0.003326453615881964	GOBP	SSD	bifan	peak2	Osativa
xyloglucan metabolic process	8	18	2.8615718889122164e-5	0.003799669803799091	GOBP	SSD	bifan	peak2	Osativa
cellular response to oxidative stress	10	32	1.0469227927639279e-4	0.013322092537920983	GOBP	SSD	bifan	peak2	Osativa
anatomical structure morphogenesis	8	22	1.5767285856957322e-4	0.018768855967306864	GOBP	SSD	bifan	peak2	Osativa
cell wall biogenesis	7	17	1.6593291130232002e-4	0.018768855967306864	GOBP	SSD	bifan	peak2	Osativa
cellular glucan metabolic process	7	17	1.6593291130232002e-4	0.018768855967306864	GOBP	SSD	bifan	peak2	Osativa
protein refolding	12	47	1.9137788496424713e-4	0.020873859310028955	GOBP	SSD	bifan	peak2	Osativa
dephosphorylation	12	48	2.372722357920615e-4	0.02498722096927434	GOBP	SSD	bifan	peak2	Osativa
defense response to other organism	8	24	3.1504213778365636e-4	0.03207128962637622	GOBP	SSD	bifan	peak2	Osativa
nucleoside monophosphate phosphorylation	6	14	3.840748156928223e-4	0.03594613262294528	GOBP	SSD	bifan	peak2	Osativa
water transport	6	14	3.840748156928223e-4	0.03594613262294528	GOBP	SSD	bifan	peak2	Osativa
vesicle-mediated transport	26	164	3.974693523700855e-4	0.03594613262294528	GOBP	SSD	bifan	peak2	Osativa
protein transport	41	304	4.001861523183167e-4	0.03594613262294528	GOBP	SSD	bifan	peak2	Osativa
negative regulation of MAP kinase activity	3	3	4.715332005848022e-4	0.03992739024081121	GOBP	SSD	bifan	peak2	Osativa
nicotianamine biosynthetic process	3	3	4.715332005848022e-4	0.03992739024081121	GOBP	SSD	bifan	peak2	Osativa
assembly of large subunit precursor of preribosome	4	6	4.837306610707317e-4	0.03992739024081121	GOBP	SSD	bifan	peak2	Osativa
peptidyl-L-cysteine S-palmitoylation	8	26	0.00058154155643451195	0.04673757666713156	GOBP	SSD	bifan	peak2	Osativa
regulation of defense response	6	15	5.980587816292094e-4	0.046832603053733476	GOBP	SSD	bifan	peak2	Osativa
chlorophyll binding	15	16	3.28192374036802e-16	7.180849143925228e-13	GOMF	SSD	bifan	peak2	Osativa
peroxidase activity	34	91	2.051972825621494e-15	2.2448582712299147e-12	GOMF	SSD	bifan	peak2	Osativa
peptidyl-prolyl cis-trans isomerase activity	23	59	2.5331180993356836e-11	1.847487467115492e-8	GOMF	SSD	bifan	peak2	Osativa
GTPase activity	41	172	6.773421839497452e-11	3.705061746205106e-8	GOMF	SSD	bifan	peak2	Osativa
oxidoreductase activity	113	825	2.104014034028415e-9	9.207165412908345e-7	GOMF	SSD	bifan	peak2	Osativa
hydrolase activity	145	1162	6.613779843914471e-9	2.411825049747477e-6	GOMF	SSD	bifan	peak2	Osativa
GTP binding	43	219	1.4071179818153673e-8	4.398248777445748e-6	GOMF	SSD	bifan	peak2	Osativa
cyclosporin A binding	8	11	1.7735106247088393e-7	4.8505515585786756e-5	GOMF	SSD	bifan	peak2	Osativa
hydrolase activity, acting on ester bonds	23	89	2.1065332382777836e-7	5.121216361501989e-5	GOMF	SSD	bifan	peak2	Osativa
heme binding	42	235	3.2051246355203407e-7	7.012812702518507e-5	GOMF	SSD	bifan	peak2	Osativa
ubiquitin protein ligase activity	32	169	2.200267346809824e-6	4.376531777108995e-4	GOMF	SSD	bifan	peak2	Osativa
alditol:NADP+ 1-oxidoreductase activity	8	14	2.6075753404777576e-6	4.7544790374711115e-4	GOMF	SSD	bifan	peak2	Osativa
phosphatase activity	31	163	2.863619861535455e-6	4.819692505415059e-4	GOMF	SSD	bifan	peak2	Osativa
metal ion binding	165	1528	7.813592023277879e-6	0.0012211528104951427	GOMF	SSD	bifan	peak2	Osativa
L-ascorbate peroxidase activity	6	9	1.5116993628024783e-5	0.0021263190911785263	GOMF	SSD	bifan	peak2	Osativa
isomerase activity	29	160	1.554895130660714e-5	0.0021263190911785263	GOMF	SSD	bifan	peak2	Osativa
protein domain specific binding	8	17	1.7063544246242555e-5	0.0021961785182811008	GOMF	SSD	bifan	peak2	Osativa
alcohol dehydrogenase (NADP+) activity	7	13	1.9344595243038914e-5	0.002204240042405751	GOMF	SSD	bifan	peak2	Osativa
oxidoreductase activity, acting on NAD(P)H	7	13	1.9344595243038914e-5	0.002204240042405751	GOMF	SSD	bifan	peak2	Osativa
threonine-type endopeptidase activity	9	22	2.0148446457090956e-5	0.002204240042405751	GOMF	SSD	bifan	peak2	Osativa
palmitoyltransferase activity	10	28	2.8406906067115242e-5	0.002825195930674916	GOMF	SSD	bifan	peak2	Osativa
protein-cysteine S-palmitoyltransferase activity	10	28	2.8406906067115242e-5	0.002825195930674916	GOMF	SSD	bifan	peak2	Osativa
nucleobase-containing compound kinase activity	6	10	3.528955231966837e-5	0.003342034327408571	GOMF	SSD	bifan	peak2	Osativa
chloride transmembrane transporter activity	4	4	3.665851181800992e-5	0.003342034327408571	GOMF	SSD	bifan	peak2	Osativa
acyltransferase activity	26	143	3.968058581294264e-5	0.00347284487034874	GOMF	SSD	bifan	peak2	Osativa
xyloglucan:xyloglucosyl transferase activity	7	15	6.309886678824318e-5	0.005310012328179849	GOMF	SSD	bifan	peak2	Osativa
ubiquitin protein ligase binding	11	37	7.918727446231579e-5	0.006417102093464702	GOMF	SSD	bifan	peak2	Osativa
mRNA binding	48	351	9.586809311402673e-5	0.007491406704767517	GOMF	SSD	bifan	peak2	Osativa
water channel activity	7	16	1.0463376016158251e-4	0.007852293046194057	GOMF	SSD	bifan	peak2	Osativa
protein tyrosine/serine/threonine phosphatase activity	8	21	1.0766398143776129e-4	0.007852293046194057	GOMF	SSD	bifan	peak2	Osativa
ER retention sequence binding	4	5	1.7189943092309375e-4	0.012132772737410617	GOMF	SSD	bifan	peak2	Osativa
glutathione binding	6	13	2.3493487260115654e-4	0.01606367191410408	GOMF	SSD	bifan	peak2	Osativa
NAD(P)H dehydrogenase (quinone) activity	5	9	2.7484670194452527e-4	0.018223169207715793	GOMF	SSD	bifan	peak2	Osativa
MAP kinase phosphatase activity	3	3	4.715332005848022e-4	0.028605478011425975	GOMF	SSD	bifan	peak2	Osativa
nicotianamine synthase activity	3	3	4.715332005848022e-4	0.028605478011425975	GOMF	SSD	bifan	peak2	Osativa
amylopectin maltohydrolase activity	4	6	4.837306610707317e-4	0.028605478011425975	GOMF	SSD	bifan	peak2	Osativa
beta-amylase activity	4	6	4.837306610707317e-4	0.028605478011425975	GOMF	SSD	bifan	peak2	Osativa
galactosyltransferase activity	8	26	0.00058154155643451195	0.03348455067049243	GOMF	SSD	bifan	peak2	Osativa
phosphoprotein phosphatase activity	19	110	8.017293054325644e-4	0.04497906975093464	GOMF	SSD	bifan	peak2	Osativa
Chlorophyll A-B binding protein, plant and chromista	15	15	2.211233348016225e-17	1.9496444429459057e-13	InterPro	SSD	bifan	peak2	Osativa
Peroxidases heam-ligand binding site	27	58	2.3184639031088364e-15	1.0220948116855305e-11	InterPro	SSD	bifan	peak2	Osativa
Alpha/Beta hydrolase fold	61	269	1.817366763094365e-14	5.341240916734338e-11	InterPro	SSD	bifan	peak2	Osativa
Haem peroxidase	27	64	4.7216098843505415e-14	1.0407608587579681e-10	InterPro	SSD	bifan	peak2	Osativa
Haem peroxidase superfamily	27	65	7.480930597798642e-14	1.3191873016158128e-10	InterPro	SSD	bifan	peak2	Osativa
Chlorophyll A-B binding protein	15	22	2.229853555631354e-12	3.276769800000275e-9	InterPro	SSD	bifan	peak2	Osativa
Small GTP-binding protein domain	29	88	9.124951712595483e-12	1.1222031262066967e-8	InterPro	SSD	bifan	peak2	Osativa
Zinc finger, RING-type	59	293	1.0182176488208658e-11	1.1222031262066967e-8	InterPro	SSD	bifan	peak2	Osativa
Peroxidase, active site	19	41	3.6090784518029505e-11	3.535693856616291e-8	InterPro	SSD	bifan	peak2	Osativa
Plant peroxidase	21	53	1.291601281731182e-10	1.1388048501023832e-7	InterPro	SSD	bifan	peak2	Osativa
SGNH hydrolase superfamily	23	64	1.7611068229818764e-10	1.4116071689301093e-7	InterPro	SSD	bifan	peak2	Osativa
Secretory peroxidase	20	50	2.908305096120249e-10	2.136877169374353e-7	InterPro	SSD	bifan	peak2	Osativa
Proteasome alpha-subunit, N-terminal domain	9	11	4.912229732114888e-9	2.8874086365371308e-6	InterPro	SSD	bifan	peak2	Osativa
Proteasome alpha-type subunit	9	11	4.912229732114888e-9	2.8874086365371308e-6	InterPro	SSD	bifan	peak2	Osativa
Small GTPase superfamily, ARF type	9	11	4.912229732114888e-9	2.8874086365371308e-6	InterPro	SSD	bifan	peak2	Osativa
GDSL lipase/esterase	19	53	7.08710687720798e-9	3.905438833521422e-6	InterPro	SSD	bifan	peak2	Osativa
GDSL lipase/esterase-like, plant	17	45	1.7599547584287195e-8	9.127953591215305e-6	InterPro	SSD	bifan	peak2	Osativa
Small GTPase	19	56	2.015990384076009e-8	9.874992897998985e-6	InterPro	SSD	bifan	peak2	Osativa
Alpha/beta hydrolase fold-3	15	36	2.5535625826768485e-8	1.1849874363927249e-5	InterPro	SSD	bifan	peak2	Osativa
Zinc finger, RING/FYVE/PHD-type	71	470	4.9878193170298916e-8	2.198880145912628e-5	InterPro	SSD	bifan	peak2	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	9	13	5.527944247110004e-8	2.2527309038414914e-5	InterPro	SSD	bifan	peak2	Osativa
Alpha/beta hydrolase fold-1	20	65	5.620968570320156e-8	2.2527309038414914e-5	InterPro	SSD	bifan	peak2	Osativa
RNA recognition motif domain	40	209	9.230158110884198e-8	3.538361046246347e-5	InterPro	SSD	bifan	peak2	Osativa
Aldo/keto reductase, conserved site	10	18	1.9535884902576688e-7	6.889915887440746e-5	InterPro	SSD	bifan	peak2	Osativa
Glycoside hydrolase family 16	10	18	1.9535884902576688e-7	6.889915887440746e-5	InterPro	SSD	bifan	peak2	Osativa
Nucleotide-binding alpha-beta plait domain superfamily	40	222	4.879381750588642e-7	1.6546734190361564e-4	InterPro	SSD	bifan	peak2	Osativa
Beta-glucanase/XTH	10	20	7.133812138668813e-7	2.246386486665819e-4	InterPro	SSD	bifan	peak2	Osativa
Small GTPase superfamily, ARF/SAR type	10	20	7.133812138668813e-7	2.246386486665819e-4	InterPro	SSD	bifan	peak2	Osativa
RNA-binding domain superfamily	40	227	8.846982811744417e-7	2.6897878431431213e-4	InterPro	SSD	bifan	peak2	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase	6	7	1.4452389460643584e-6	4.2475572624831487e-4	InterPro	SSD	bifan	peak2	Osativa
FKBP-type peptidyl-prolyl cis-trans isomerase domain	11	26	1.5927612920392367e-6	4.530121390938694e-4	InterPro	SSD	bifan	peak2	Osativa
Aldo-keto reductase	9	18	2.6233259426430363e-6	7.009049950388985e-4	InterPro	SSD	bifan	peak2	Osativa
Universal stress protein A family	9	18	2.6233259426430363e-6	7.009049950388985e-4	InterPro	SSD	bifan	peak2	Osativa
Flavoprotein WrbA-like	5	5	2.8482820417389455e-6	7.386265518238907e-4	InterPro	SSD	bifan	peak2	Osativa
Cyclophilin-like domain superfamily	10	23	3.5543172397416493e-6	8.246951342842663e-4	InterPro	SSD	bifan	peak2	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	10	23	3.5543172397416493e-6	8.246951342842663e-4	InterPro	SSD	bifan	peak2	Osativa
Thaumatin family	10	23	3.5543172397416493e-6	8.246951342842663e-4	InterPro	SSD	bifan	peak2	Osativa
Ubiquitin-conjugating enzyme, active site	10	23	3.5543172397416493e-6	8.246951342842663e-4	InterPro	SSD	bifan	peak2	Osativa
E3 ubiquitin-protein ligase RNF126-like, zinc-ribbon	7	11	4.278343849731156e-6	9.672348134122975e-4	InterPro	SSD	bifan	peak2	Osativa
Heavy metal-associated domain superfamily	14	45	4.753537436898068e-6	0.0010477984895282566	InterPro	SSD	bifan	peak2	Osativa
Protein of unknown function PDDEXK-like	6	8	5.396961243799481e-6	0.001160609933819025	InterPro	SSD	bifan	peak2	Osativa
UspA	11	30	8.413091707273742e-6	0.0017661483234055375	InterPro	SSD	bifan	peak2	Osativa
Glycoside hydrolase, family 19	7	12	9.574337300544952e-6	0.001875931821753441	InterPro	SSD	bifan	peak2	Osativa
Glycoside hydrolase, family 19, catalytic	7	12	9.574337300544952e-6	0.001875931821753441	InterPro	SSD	bifan	peak2	Osativa
Lysozyme-like domain superfamily	7	12	9.574337300544952e-6	0.001875931821753441	InterPro	SSD	bifan	peak2	Osativa
Proteasome, subunit alpha/beta	9	21	1.2789473187332959e-5	0.002451408371580754	InterPro	SSD	bifan	peak2	Osativa
Development/cell death domain	6	9	1.5116993628024783e-5	0.0028358836769849893	InterPro	SSD	bifan	peak2	Osativa
ClpP, histidine active site	5	6	1.598381584927479e-5	0.0029360271738136635	InterPro	SSD	bifan	peak2	Osativa
