TermID	genes	all	pval	padj	Class	Mode	Motif	Species
Cyclophilin-like domain superfamily	10	23	6.950263579266761e-6	0.0015542971160681215	InterPro	SSD	bifan	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	10	23	6.950263579266761e-6	0.0015542971160681215	InterPro	SSD	bifan	Osativa
Thaumatin family	10	23	6.950263579266761e-6	0.0015542971160681215	InterPro	SSD	bifan	Osativa
Ubiquitin-conjugating enzyme, active site	10	23	6.950263579266761e-6	0.0015542971160681215	InterPro	SSD	bifan	Osativa
Cyclin PHO80-like	7	11	7.051364936228293e-6	0.0015542971160681215	InterPro	SSD	bifan	Osativa
E3 ubiquitin-protein ligase RNF126-like, zinc-ribbon	7	11	7.051364936228293e-6	0.0015542971160681215	InterPro	SSD	bifan	Osativa
Protein of unknown function PDDEXK-like	6	8	8.350042876471933e-6	0.0017956665376061716	InterPro	SSD	bifan	Osativa
Heavy metal-associated domain superfamily	14	45	1.124103825195171e-5	0.0023598151016061483	InterPro	SSD	bifan	Osativa
Glycoside hydrolase, family 19	7	12	1.5691684178601675e-5	0.003074523986727355	InterPro	SSD	bifan	Osativa
Glycoside hydrolase, family 19, catalytic	7	12	1.5691684178601675e-5	0.003074523986727355	InterPro	SSD	bifan	Osativa
Lysozyme-like domain superfamily	7	12	1.5691684178601675e-5	0.003074523986727355	InterPro	SSD	bifan	Osativa
UspA	11	30	1.710702768893797e-5	0.003278970937681871	InterPro	SSD	bifan	Osativa
ClpP, histidine active site	5	6	2.30808191281823e-5	0.004203411611822888	InterPro	SSD	bifan	Osativa
Development/cell death domain	6	9	2.3260139142999214e-5	0.004203411611822888	InterPro	SSD	bifan	Osativa
Proteasome, subunit alpha/beta	9	21	2.336023238962476e-5	0.004203411611822888	InterPro	SSD	bifan	Osativa
Xyloglucan endotransglucosylase/hydrolase	7	13	3.152757594953728e-5	0.005559572742941404	InterPro	SSD	bifan	Osativa
Osmotin/thaumatin-like superfamily	9	22	3.6591758511911676e-5	0.006326069309794613	InterPro	SSD	bifan	Osativa
Glycoside hydrolase, family 14B, plant	4	4	4.9392521258299915e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Prohibitin	4	4	4.9392521258299915e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Protein SODIUM POTASSIUM ROOT DEFECTIVE 1/2/3	4	4	4.9392521258299915e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Sialate O-acetylesterase domain	4	4	4.9392521258299915e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
NADP-dependent oxidoreductase domain	10	28	5.396804326293743e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
NADP-dependent oxidoreductase domain superfamily	10	28	5.396804326293743e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Palmitoyltransferase, DHHC domain	10	28	5.396804326293743e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Adenylate kinase/UMP-CMP kinase	6	10	5.400185999292668e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
CO/COL/TOC1, conserved site	6	10	5.400185999292668e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Cullin	6	10	5.400185999292668e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Small GTPase Rho	6	10	5.400185999292668e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Tify domain	6	10	5.400185999292668e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Expansin, cellulose-binding-like domain	9	23	5.5647005254326147e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Expansin, cellulose-binding-like domain superfamily	9	23	5.5647005254326147e-5	0.007548302235806056	InterPro	SSD	bifan	Osativa
Lipase, GDXG, putative serine active site	7	14	5.847818726804504e-5	0.007812154199126563	InterPro	SSD	bifan	Osativa
ADP-ribosylation factor 1-5	5	7	7.516178840351707e-5	0.00960436939643203	InterPro	SSD	bifan	Osativa
NADPH-dependent FMN reductase-like	5	7	7.516178840351707e-5	0.00960436939643203	InterPro	SSD	bifan	Osativa
Ribosomal protein L7Ae/L8/Nhp2 family	5	7	7.516178840351707e-5	0.00960436939643203	InterPro	SSD	bifan	Osativa
Dual specificity protein phosphatase domain	8	19	7.857699601682376e-5	0.009897333912576215	InterPro	SSD	bifan	Osativa
Xyloglucan endo-transglycosylase, C-terminal	7	15	1.0169826025185079e-4	0.012629205079444625	InterPro	SSD	bifan	Osativa
Class I peroxidase	6	11	1.1034245406096482e-4	0.012971858899407024	InterPro	SSD	bifan	Osativa
Cullin, N-terminal	6	11	1.1034245406096482e-4	0.012971858899407024	InterPro	SSD	bifan	Osativa
Heme-binding peroxidase Ccp1-like	6	11	1.1034245406096482e-4	0.012971858899407024	InterPro	SSD	bifan	Osativa
TIFY/JAZ family	6	11	1.1034245406096482e-4	0.012971858899407024	InterPro	SSD	bifan	Osativa
Non-haem dioxygenase N-terminal domain	12	42	1.1971006254043571e-4	0.01388794238709239	InterPro	SSD	bifan	Osativa
Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain	12	43	1.5347765343827165e-4	0.017574187926821316	InterPro	SSD	bifan	Osativa
Expansin/pollen allergen, DPBB domain	9	26	1.6884105246206194e-4	0.019085532814846155	InterPro	SSD	bifan	Osativa
Aldo-keto reductase family 4A/B	5	8	1.865146976152592e-4	0.02030247023300914	InterPro	SSD	bifan	Osativa
Glutathione S-transferases Phi, C-terminal	5	8	1.865146976152592e-4	0.02030247023300914	InterPro	SSD	bifan	Osativa
Protein of unknown function DUF1644	5	8	1.865146976152592e-4	0.02030247023300914	InterPro	SSD	bifan	Osativa
ER lumen protein retaining receptor	4	5	2.3042203643187383e-4	0.02362361738627711	InterPro	SSD	bifan	Osativa
Ribosomal protein L24e-related	4	5	2.3042203643187383e-4	0.02362361738627711	InterPro	SSD	bifan	Osativa
Ribosomal protein L24e, conserved site	4	5	2.3042203643187383e-4	0.02362361738627711	InterPro	SSD	bifan	Osativa
Ribosomal protein L24e/L24 superfamily	4	5	2.3042203643187383e-4	0.02362361738627711	InterPro	SSD	bifan	Osativa
Ribosomal protein L7Ae conserved site	4	5	2.3042203643187383e-4	0.02362361738627711	InterPro	SSD	bifan	Osativa
Protein-tyrosine phosphatase, active site	7	17	2.6449301465560526e-4	0.026804998968028407	InterPro	SSD	bifan	Osativa
FAE1/Type III polyketide synthase-like protein	6	13	3.536780650808625e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Very-long-chain 3-ketoacyl-CoA synthase	6	13	3.536780650808625e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Thioredoxin-like superfamily	29	177	3.718843905631042e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Expansin/Lol pI	8	23	3.75940326030567e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Heavy metal-associated domain, HMA	12	47	3.817852186202264e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Adenylate kinase, conserved site	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Alfin	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Alfin, N-terminal	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Alfin1-like, PHD finger	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Fatty acid desaturase domain	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Flavodoxin/nitric oxide synthase	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
GAT domain	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
GAT domain superfamily	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
Synaptobrevin	5	9	3.9058289570558365e-4	0.03376244501407971	InterPro	SSD	bifan	Osativa
RlpA-like protein, double-psi beta-barrel domain	8	24	5.226985705198457e-4	0.04474401258517941	InterPro	SSD	bifan	Osativa
3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal	6	14	5.75077973440476e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Glycoside hydrolase, family 14, conserved site	3	3	5.896541474200928e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
NEMP family	3	3	5.896541474200928e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Nicotianamine synthase	3	3	5.896541474200928e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Ribosomal protein L6, bacterial-type	3	3	5.896541474200928e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Ribosomal protein L6, conserved site	3	3	5.896541474200928e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Oxoglutarate/iron-dependent dioxygenase	13	56	6.001309867354291e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Chitin-binding, type 1	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Chitin-binding, type 1, conserved site	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Endochitinase-like superfamily	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Endosulphine	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Ferredoxin [2Fe-2S], plant	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Glutathione peroxidase	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Glutathione peroxidase conserved site	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Glycoside hydrolase, family 14	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Protein of unknown function DUF620	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Signal recognition particle SRP54, N-terminal domain superfamily	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Signal recognition particle, SRP54 subunit, GTPase domain	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Zinc finger-XS domain	4	6	6.451044710392563e-4	0.046622017386501007	InterPro	SSD	bifan	Osativa
Ubiquitin-conjugating enzyme E2	11	43	6.513153302791506e-4	0.046688189163181064	InterPro	SSD	bifan	Osativa
peptidyl-serine phosphorylation	47	104	1.1693424936254856e-9	2.155731279919838e-6	GOBP	WGD	bifan	Zmays
protein transport	146	481	1.5138562358987626e-9	2.155731279919838e-6	GOBP	WGD	bifan	Zmays
proton transmembrane transport	44	103	3.180355670483471e-8	3.0192176498456422e-5	GOBP	WGD	bifan	Zmays
protein phosphorylation	243	937	1.0335588766484905e-7	7.358939201737253e-5	GOBP	WGD	bifan	Zmays
intracellular protein transport	81	250	3.6087759880812704e-7	2.0555588028110916e-4	GOBP	WGD	bifan	Zmays
acetyl-CoA biosynthetic process from pyruvate	13	17	4.949235707638373e-7	2.349237215892348e-4	GOBP	WGD	bifan	Zmays
regulation of catalytic activity	64	188	8.807086787223101e-7	3.5832261671444845e-4	GOBP	WGD	bifan	Zmays
tricarboxylic acid cycle	29	64	1.5987088568129117e-6	5.691403530253966e-4	GOBP	WGD	bifan	Zmays
signal transduction	70	216	2.1589734640046382e-6	6.831951583872455e-4	GOBP	WGD	bifan	Zmays
cytoplasmic translation	23	48	5.9248873717654525e-6	0.001687407923478801	GOBP	WGD	bifan	Zmays
ATP metabolic process	7	7	9.34728453026845e-6	0.0024200969402004137	GOBP	WGD	bifan	Zmays
posttranscriptional regulation of gene expression	9	11	1.2871355749570132e-5	0.003054801764564645	GOBP	WGD	bifan	Zmays
protein autophosphorylation	30	74	1.666159297730536e-5	0.0036501705230281276	GOBP	WGD	bifan	Zmays
phosphorelay signal transduction system	23	51	2.0737989696762753e-5	0.00421869961831288	GOBP	WGD	bifan	Zmays
regulation of cell cycle	20	42	2.6776307886794038e-5	0.005083928324105961	GOBP	WGD	bifan	Zmays
intracellular signal transduction	43	127	5.945283111966741e-5	0.010361340008779257	GOBP	WGD	bifan	Zmays
autophagy	20	44	6.184788628835933e-5	0.010361340008779257	GOBP	WGD	bifan	Zmays
phosphorylation	304	1309	7.886954883582983e-5	0.012071847238227074	GOBP	WGD	bifan	Zmays
Golgi organization	14	26	8.053549772693623e-5	0.012071847238227074	GOBP	WGD	bifan	Zmays
glycolytic process	32	87	8.672299536465715e-5	0.01234935453992718	GOBP	WGD	bifan	Zmays
ubiquitin-dependent ERAD pathway	22	52	1.0218793898438592e-4	0.013858630963215768	GOBP	WGD	bifan	Zmays
regulation of transcription by RNA polymerase II	43	130	1.0945188479793257e-4	0.014169043995659636	GOBP	WGD	bifan	Zmays
negative gravitropism	9	13	1.1500404524469432e-4	0.014240500906821277	GOBP	WGD	bifan	Zmays
protein polyubiquitination	30	82	1.5903211780746772e-4	0.018871811313152836	GOBP	WGD	bifan	Zmays
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	12	22	2.2390085383719327e-4	0.025506785269133057	GOBP	WGD	bifan	Zmays
ion transport	62	212	2.3397357237393533e-4	0.025629105158498762	GOBP	WGD	bifan	Zmays
positive regulation of protein serine/threonine kinase activity	6	7	2.863242276592028e-4	0.02918441158751926	GOBP	WGD	bifan	Zmays
ubiquitin-dependent protein catabolic process	84	308	2.8692539482111633e-4	0.02918441158751926	GOBP	WGD	bifan	Zmays
response to red or far red light	8	12	4.2127533511454373e-4	0.04101156656945381	GOBP	WGD	bifan	Zmays
chaperone cofactor-dependent protein refolding	19	46	4.320038613355387e-4	0.04101156656945381	GOBP	WGD	bifan	Zmays
nucleotide binding	482	1930	1.512091272023785e-11	3.1477440436332584e-8	GOMF	WGD	bifan	Zmays
ATP binding	542	2218	2.9949990900411595e-11	3.1477440436332584e-8	GOMF	WGD	bifan	Zmays
proton-transporting ATPase activity, rotational mechanism	23	35	2.144952265667922e-9	1.5028965541446574e-6	GOMF	WGD	bifan	Zmays
protein kinase activity	243	941	1.5049399531211582e-7	7.908459453651686e-5	GOMF	WGD	bifan	Zmays
protein phosphatase regulator activity	21	37	4.156443789116061e-7	1.747368968944392e-4	GOMF	WGD	bifan	Zmays
protein serine/threonine kinase activity	150	549	1.3701693539512306e-6	4.800159970009144e-4	GOMF	WGD	bifan	Zmays
microtubule binding	62	186	2.869558340972579e-6	8.616873761034802e-4	GOMF	WGD	bifan	Zmays
myosin phosphatase activity	53	153	4.134351202320884e-6	9.65600691919833e-4	GOMF	WGD	bifan	Zmays
protein serine/threonine phosphatase activity	53	153	4.134351202320884e-6	9.65600691919833e-4	GOMF	WGD	bifan	Zmays
ATP hydrolysis activity	121	434	4.937887742785052e-6	0.0010379440035334178	GOMF	WGD	bifan	Zmays
nucleic acid binding	182	709	8.213507865594442e-6	0.0015695266848617744	GOMF	WGD	bifan	Zmays
structural molecule activity	23	50	1.3889456524716437e-5	0.0024329698012461624	GOMF	WGD	bifan	Zmays
unfolded protein binding	46	136	3.4473590550652806e-5	0.005574114410574784	GOMF	WGD	bifan	Zmays
ATP-dependent protein folding chaperone	31	81	4.635387953778575e-5	0.006548930164238697	GOMF	WGD	bifan	Zmays
RNA binding	267	1125	4.673356444509061e-5	0.006548930164238697	GOMF	WGD	bifan	Zmays
actin filament binding	28	71	5.694705570915156e-5	0.007307635510215846	GOMF	WGD	bifan	Zmays
dihydrolipoyllysine-residue acetyltransferase activity	7	8	6.22777729595919e-5	0.007307635510215846	GOMF	WGD	bifan	Zmays
structural constituent of ribosome	112	417	6.257727839385596e-5	0.007307635510215846	GOMF	WGD	bifan	Zmays
heat shock protein binding	18	39	1.1216875328733152e-4	0.012409406284735308	GOMF	WGD	bifan	Zmays
kinase activity	303	1317	1.6375623851870043e-4	0.017210780668315415	GOMF	WGD	bifan	Zmays
phosphatidylinositol binding	16	34	2.0245193606483692e-4	0.019452490639395466	GOMF	WGD	bifan	Zmays
proton transmembrane transporter activity	11	19	2.0359409803363476e-4	0.019452490639395466	GOMF	WGD	bifan	Zmays
2 iron, 2 sulfur cluster binding	21	51	2.30879654826583e-4	0.020934178102885996	GOMF	WGD	bifan	Zmays
actin binding	33	95	2.3902011154579636e-4	0.020934178102885996	GOMF	WGD	bifan	Zmays
glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	6	7	2.863242276592028e-4	0.02407414106158577	GOMF	WGD	bifan	Zmays
ATP-dependent peptidase activity	15	32	3.366474248746214e-4	0.026223163596528255	GOMF	WGD	bifan	Zmays
phosphoprotein phosphatase activity	40	124	3.368341660829034e-4	0.026223163596528255	GOMF	WGD	bifan	Zmays
phosphorelay sensor kinase activity	12	23	3.868302251028417e-4	0.029039897613077615	GOMF	WGD	bifan	Zmays
calcium-dependent protein serine/threonine kinase activity	18	43	5.005088911637967e-4	0.03506898964087669	GOMF	WGD	bifan	Zmays
calmodulin-dependent protein kinase activity	18	43	5.005088911637967e-4	0.03506898964087669	GOMF	WGD	bifan	Zmays
transferase activity	520	2411	7.289391499939885e-4	0.0494267772028182	GOMF	WGD	bifan	Zmays
Armadillo-type fold	139	366	1.8119871157426566e-17	1.6142993214151328e-13	InterPro	WGD	bifan	Zmays
Armadillo-like helical	113	289	1.7108727031587186e-15	7.621082456220513e-12	InterPro	WGD	bifan	Zmays
Protein kinase domain	221	820	1.5191863742676136e-8	3.041948931313866e-5	InterPro	WGD	bifan	Zmays
Nucleotide-binding alpha-beta plait domain superfamily	98	301	1.707233657713473e-8	3.041948931313866e-5	InterPro	WGD	bifan	Zmays
RNA-binding domain superfamily	98	301	1.707233657713473e-8	3.041948931313866e-5	InterPro	WGD	bifan	Zmays
Serine/threonine-protein kinase, active site	174	620	2.7133220495932655e-8	4.0288310233044005e-5	InterPro	WGD	bifan	Zmays
RNA recognition motif domain	92	284	6.039700441984186e-8	7.686813033948158e-5	InterPro	WGD	bifan	Zmays
Protein kinase-like domain superfamily	226	868	2.1046616750212933e-7	2.3438038578455877e-4	InterPro	WGD	bifan	Zmays
K Homology domain	21	39	1.3523825443613194e-6	0.001338708454190555	InterPro	WGD	bifan	Zmays
Protein kinase, ATP binding site	149	546	1.599509695842667e-6	0.001425003188026232	InterPro	WGD	bifan	Zmays
Ubiquitin-conjugating enzyme E2	30	68	2.118768161298474e-6	0.0017160095953643731	InterPro	WGD	bifan	Zmays
2-oxo acid dehydrogenase, lipoyl-binding site	11	14	2.5444412568297775e-6	0.0017536003638789783	InterPro	WGD	bifan	Zmays
Clathrin/coatomer adaptor, adaptin-like, N-terminal	14	21	2.5588511314880143e-6	0.0017536003638789783	InterPro	WGD	bifan	Zmays
ATPase, alpha/beta subunit, nucleotide-binding domain, active site	7	7	9.34728453026845e-6	0.005204684867510101	InterPro	WGD	bifan	Zmays
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	7	7	9.34728453026845e-6	0.005204684867510101	InterPro	WGD	bifan	Zmays
ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	7	7	9.34728453026845e-6	0.005204684867510101	InterPro	WGD	bifan	Zmays
K Homology domain, type 1	19	37	1.0781291434006141e-5	0.005403430259940533	InterPro	WGD	bifan	Zmays
PWWP domain	14	23	1.2189165991363871e-5	0.005403430259940533	InterPro	WGD	bifan	Zmays
2-oxoacid dehydrogenase acyltransferase, catalytic domain	9	11	1.2871355749570132e-5	0.005403430259940533	InterPro	WGD	bifan	Zmays
14-3-3 protein, conserved site	8	9	1.3343300675574334e-5	0.005403430259940533	InterPro	WGD	bifan	Zmays
GBF-interacting protein 1, N-terminal	8	9	1.3343300675574334e-5	0.005403430259940533	InterPro	WGD	bifan	Zmays
Pumilio, RNA binding domain	8	9	1.3343300675574334e-5	0.005403430259940533	InterPro	WGD	bifan	Zmays
PPM-type phosphatase domain	36	95	1.518843531918954e-5	0.005695164225398834	InterPro	WGD	bifan	Zmays
ATPase, AAA-type, core	39	106	1.5342231609560222e-5	0.005695164225398834	InterPro	WGD	bifan	Zmays
ENTH/VHS	22	48	2.284385251635551e-5	0.00814063528272845	InterPro	WGD	bifan	Zmays
K Homology domain, type 1 superfamily	21	45	2.4893894800607172e-5	0.00852029092384961	InterPro	WGD	bifan	Zmays
PPM-type phosphatase domain superfamily	36	97	2.5821961493314565e-5	0.00852029092384961	InterPro	WGD	bifan	Zmays
Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	12	19	3.0987041087433674e-5	0.009859412465998094	InterPro	WGD	bifan	Zmays
Ubiquitin-conjugating enzyme/RWD-like	30	77	4.119393523056634e-5	0.012655060998935017	InterPro	WGD	bifan	Zmays
Isopropylmalate dehydrogenase-like domain	9	12	4.2673566877748006e-5	0.012672626910461898	InterPro	WGD	bifan	Zmays
Histidine kinase/HSP90-like ATPase	18	37	4.705905783563623e-5	0.01352416600831236	InterPro	WGD	bifan	Zmays
Pumilio homology domain	8	10	5.541757407878204e-5	0.015428598983370912	InterPro	WGD	bifan	Zmays
Isocitrate/isopropylmalate dehydrogenase, conserved site	7	8	6.22777729595919e-5	0.016813111493848613	InterPro	WGD	bifan	Zmays
Zinc finger, PHD-type, conserved site	29	75	6.469954938858534e-5	0.01695318486773255	InterPro	WGD	bifan	Zmays
Biotin/lipoyl attachment	11	18	1.0366369664372896e-4	0.02638685352568518	InterPro	WGD	bifan	Zmays
WD40-repeat-containing domain superfamily	74	258	1.2259002075038712e-4	0.029667121274291355	InterPro	WGD	bifan	Zmays
